A_x,A_y,B_x,B_y,A_native_x,A_native_y,B_native_x,B_native_y,A_lon,A_lat,B_lon,B_lat,geo_distance_deg
830.0,570.0,850.0,10.0,8300,5700,8500,100,56.7394934,-61.6588963,56.7399571,-61.6592373,0.0005755855192730115
840.0,570.0,860.0,10.0,8400,5700,8600,100,56.7413673,-61.6588464,56.7418827,-61.6592112,0.0006314397833502543
850.0,570.0,870.0,0.0,8500,5700,8700,0,56.7432413,-61.6587964,56.7437118,-61.6583009,0.0006832938606473253
860.0,570.0,880.0,0.0,8600,5700,8800,0,56.7451154,-61.6587464,56.7456378,-61.6582748,0.0007037814433411767
870.0,570.0,890.0,0.0,8700,5700,8900,0,56.7469895,-61.6586964,56.747564,-61.6582486,0.000728405855272737
880.0,570.0,900.0,0.0,8800,5700,9000,0,56.7488638,-61.6586464,56.7494905,-61.6582224,0.0007566563883292894
890.0,570.0,910.0,0.0,8900,5700,9100,0,56.7507381,-61.6585963,56.7514172,-61.6581962,0.0007881984648546284
900.0,570.0,920.0,0.0,9000,5700,9200,0,56.7526124,-61.6585462,56.7533441,-61.65817,0.0008227462123936555
910.0,570.0,930.0,0.0,9100,5700,9300,0,56.7544869,-61.658496,56.7552712,-61.6581437,0.0008597917073344909
920.0,570.0,940.0,0.0,9200,5700,9400,0,56.7563614,-61.6584459,56.7571986,-61.6581174,0.0008993420317074341
930.0,570.0,950.0,0.0,9300,5700,9500,0,56.7582359,-61.6583957,56.7591263,-61.6580911,0.0009410596792937562
950.0,570.0,960.0,0.0,9500,5700,9600,0,56.7619853,-61.6582952,56.7610541,-61.6580647,0.0009593037527258749
960.0,570.0,970.0,0.0,9600,5700,9700,0,56.7638601,-61.6582449,56.7629822,-61.6580383,0.0009018824590807851
970.0,570.0,980.0,0.0,9700,5700,9800,0,56.7657349,-61.6581945,56.7649106,-61.6580119,0.0008442826837009896
980.0,570.0,990.0,0.0,9800,5700,9900,0,56.7676099,-61.6581442,56.7668391,-61.6579855,0.0007869678074717412
990.0,570.0,1000.0,0.0,9900,5700,10000,0,56.7694849,-61.6580938,56.768768,-61.657959,0.0007294632615848519
1000.0,570.0,1010.0,0.0,10000,5700,10100,0,56.77136,-61.6580434,56.770697,-61.6579325,0.000672211134988836
1010.0,570.0,1020.0,0.0,10100,5700,10200,0,56.7732351,-61.6579929,56.7726263,-61.657906,0.0006149707716660436
1020.0,570.0,1030.0,0.0,10200,5700,10300,0,56.7751103,-61.6579424,56.7745558,-61.6578795,0.0005580561441290389
1030.0,570.0,1040.0,0.0,10300,5700,10400,0,56.7769856,-61.6578919,56.7764856,-61.6578529,0.0005015186935722997
1040.0,570.0,1050.0,0.0,10400,5700,10500,0,56.778861,-61.6578414,56.7784156,-61.6578263,0.0004456558874255263
1050.0,570.0,1060.0,0.0,10500,5700,10600,0,56.7807364,-61.6577908,56.7803458,-61.6577996,0.0003906991169713642
1060.0,570.0,1070.0,0.0,10600,5700,10700,0,56.7826119,-61.6577402,56.7822763,-61.657773,0.00033719905100659044
1070.0,570.0,1080.0,0.0,10700,5700,10800,0,56.7844875,-61.6576895,56.784207,-61.6577463,0.00028619309914403626
1080.0,570.0,1090.0,0.0,10800,5700,10900,0,56.7863631,-61.6576389,56.7861379,-61.6577196,0.00023922276229677893
1090.0,570.0,1100.0,0.0,10900,5700,11000,0,56.7882388,-61.6575881,56.7880691,-61.6576928,0.00019939954864677233
1100.0,570.0,1110.0,0.0,11000,5700,11100,0,56.7901146,-61.6575374,56.7900005,-61.657666,0.00017192082480072177
1110.0,570.0,1120.0,0.0,11100,5700,11200,0,56.7919905,-61.6574866,56.7919322,-61.6576392,0.0001633574301948161
1120.0,570.0,1130.0,0.0,11200,5700,11300,0,56.7938664,-61.6574358,56.7938641,-61.6576124,0.00017661497671095245
1130.0,570.0,1140.0,0.0,11300,5700,11400,0,56.7957424,-61.657385,56.7957962,-61.6575855,0.0002075926058455868
1140.0,570.0,1150.0,0.0,11400,5700,11500,0,56.7976185,-61.6573342,56.7977286,-61.6575586,0.00024995473590297906
1150.0,570.0,1160.0,0.0,11500,5700,11600,0,56.7994946,-61.6572833,56.7996612,-61.6575317,0.0002990955031396653
1160.0,570.0,1170.0,0.0,11600,5700,11700,0,56.8013708,-61.6572323,56.801594,-61.6575048,0.0003522420900473968
1170.0,570.0,1180.0,0.0,11700,5700,11800,0,56.8032471,-61.6571814,56.8035271,-61.6574778,0.00040774129052631897
1180.0,570.0,1190.0,0.0,11800,5700,11900,0,56.8051234,-61.6571304,56.8054604,-61.6574508,0.0004650001720440587
1190.0,570.0,1199.9,0.0,11900,5700,11999,0,56.8069999,-61.6570794,56.8073746,-61.657424,0.0005090670388074366
0.0,580.0,40.0,40.0,0,5800,400,400,56.5842693,-61.6638533,56.5850433,-61.6639111,0.0007761551648992541
10.0,580.0,50.0,40.0,100,5800,500,400,56.5861375,-61.663806,56.5869501,-61.6638873,0.0008166568740940007
20.0,580.0,60.0,40.0,200,5800,600,400,56.5880058,-61.6637586,56.5888572,-61.6638634,0.0008578257398809861
30.0,580.0,70.0,40.0,300,5800,700,400,56.5898741,-61.6637112,56.5907645,-61.6638395,0.0008995960482308883
40.0,580.0,80.0,40.0,400,5800,800,400,56.5917425,-61.6636638,56.592672,-61.6638156,0.0009418139359744075
60.0,580.0,90.0,40.0,600,5800,900,400,56.5954795,-61.6635688,56.5945797,-61.6637917,0.000926997545848922
70.0,580.0,100.0,40.0,700,5800,1000,400,56.5973482,-61.6635213,56.5964877,-61.6637677,0.0008950827950551856
80.0,580.0,110.0,40.0,800,5800,1100,400,56.5992168,-61.6634737,56.598396,-61.6637437,0.0008640674973632644
90.0,580.0,120.0,40.0,900,5800,1200,400,56.6010856,-61.6634261,56.6003044,-61.6637197,0.0008345504178882534
100.0,580.0,130.0,40.0,1000,5800,1300,400,56.6029544,-61.6633785,56.6022131,-61.6636957,0.0008063135432328174
110.0,580.0,140.0,40.0,1100,5800,1400,400,56.6048233,-61.6633309,56.604122,-61.6636716,0.0007796782541572619
120.0,580.0,150.0,40.0,1200,5800,1500,400,56.6066923,-61.6632832,56.6060311,-61.6636475,0.0007549171676387393
130.0,580.0,160.0,40.0,1300,5800,1600,400,56.6085613,-61.6632355,56.6079405,-61.6636234,0.0007320239408652795
140.0,580.0,170.0,40.0,1400,5800,1700,400,56.6104304,-61.6631877,56.6098501,-61.6635992,0.0007113932386478005
150.0,580.0,180.0,40.0,1500,5800,1800,400,56.6122996,-61.66314,56.61176,-61.663575,0.0006931040037441987
160.0,580.0,190.0,40.0,1600,5800,1900,400,56.6141688,-61.6630921,56.61367,-61.6635508,0.0006776482347097557
170.0,580.0,200.0,40.0,1700,5800,2000,400,56.6160381,-61.6630443,56.6155803,-61.6635266,0.0006649767890642803
180.0,580.0,210.0,30.0,1800,5800,2100,300,56.6179075,-61.6629964,56.6173962,-61.6626171,0.0006366287615231315
190.0,580.0,220.0,30.0,1900,5800,2200,300,56.6197769,-61.6629485,56.6193069,-61.6625928,0.0005894255593372432
200.0,580.0,230.0,30.0,2000,5800,2300,300,56.6216464,-61.6629006,56.6212179,-61.6625685,0.0005421279000433763
210.0,580.0,240.0,30.0,2100,5800,2400,300,56.623516,-61.6628526,56.623129,-61.6625441,0.0004949153968148049
220.0,580.0,250.0,30.0,2200,5800,2500,300,56.6253857,-61.6628047,56.6250404,-61.6625197,0.00044772434600153
230.0,580.0,260.0,30.0,2300,5800,2600,300,56.6272554,-61.6627566,56.6269521,-61.6624953,0.0004003355842323478
240.0,580.0,270.0,30.0,2400,5800,2700,300,56.6291252,-61.6627086,56.628864,-61.6624709,0.0003531667170024156
250.0,580.0,280.0,30.0,2500,5800,2800,300,56.6309951,-61.6626605,56.6307761,-61.6624464,0.0003062675464376664
260.0,580.0,290.0,30.0,2600,5800,2900,300,56.632865,-61.6626124,56.6326884,-61.6624219,0.0002597649129539366
270.0,580.0,300.0,30.0,2700,5800,3000,300,56.634735,-61.6625642,56.634601,-61.6623974,0.00021395850064263815
280.0,580.0,310.0,30.0,2800,5800,3100,300,56.636605,-61.662516,56.6365138,-61.6623729,0.000169691042776794
290.0,580.0,320.0,30.0,2900,5800,3200,300,56.6384752,-61.6624678,56.6384268,-61.6623483,0.0001289294768519918
300.0,580.0,330.0,30.0,3000,5800,3300,300,56.6403454,-61.6624196,56.64034,-61.6623237,9.6051913045055e-05
310.0,580.0,340.0,30.0,3100,5800,3400,300,56.6422157,-61.6623713,56.6422535,-61.6622991,8.14965029914122e-05
320.0,580.0,350.0,30.0,3200,5800,3500,300,56.644086,-61.662323,56.6441673,-61.6622745,9.466752346769296e-05
330.0,580.0,360.0,30.0,3300,5800,3600,300,56.6459564,-61.6622747,56.6460812,-61.6622498,0.00012725977368619663
340.0,580.0,370.0,30.0,3400,5800,3700,300,56.6478269,-61.6622263,56.6479954,-61.6622251,0.00016850427294375715
350.0,580.0,380.0,30.0,3500,5800,3800,300,56.6496975,-61.6621779,56.6499098,-61.6622003,0.00021347845324632566
360.0,580.0,390.0,30.0,3600,5800,3900,300,56.6515681,-61.6621295,56.6518245,-61.6621756,0.0002605113625137421
370.0,580.0,400.0,30.0,3700,5800,4000,300,56.6534388,-61.662081,56.6537394,-61.6621508,0.0003085974724413457
380.0,580.0,410.0,30.0,3800,5800,4100,300,56.6553096,-61.6620326,56.6556545,-61.662126,0.0003573227812437889
390.0,580.0,420.0,30.0,3900,5800,4200,300,56.6571804,-61.661984,56.6575699,-61.6621011,0.00040672184598170794
400.0,580.0,430.0,30.0,4000,5800,4300,300,56.6590513,-61.6619355,56.6594854,-61.6620762,0.0004563324446064679
410.0,580.0,440.0,30.0,4100,5800,4400,300,56.6609223,-61.6618869,56.6614013,-61.6620513,0.0005064270529893931
420.0,580.0,450.0,30.0,4200,5800,4500,300,56.6627933,-61.6618383,56.6633173,-61.6620264,0.0005567383676440735
430.0,580.0,460.0,30.0,4300,5800,4600,300,56.6646644,-61.6617896,56.6652336,-61.6620015,0.0006073633591209756
440.0,580.0,470.0,30.0,4400,5800,4700,300,56.6665356,-61.661741,56.6671501,-61.6619765,0.0006580809220741957
450.0,580.0,480.0,30.0,4500,5800,4800,300,56.6684069,-61.6616923,56.6690669,-61.6619515,0.0007090730850880303
460.0,580.0,490.0,30.0,4600,5800,4900,300,56.6702782,-61.6616435,56.6709839,-61.6619264,0.0007602926410321129
470.0,580.0,500.0,30.0,4700,5800,5000,300,56.6721496,-61.6615948,56.6729011,-61.6619014,0.00081163773322613
480.0,580.0,510.0,30.0,4800,5800,5100,300,56.674021,-61.661546,56.6748185,-61.6618763,0.0008631942655027687
490.0,580.0,520.0,30.0,4900,5800,5200,300,56.6758926,-61.6614971,56.6767362,-61.6618511,0.0009148644489794181
500.0,580.0,530.0,20.0,5000,5800,5300,200,56.6777642,-61.6614483,56.6785582,-61.660941,0.0009422257107514073
510.0,580.0,540.0,20.0,5100,5800,5400,200,56.6796358,-61.6613994,56.6804763,-61.6609159,0.0009696455538007222
520.0,580.0,550.0,20.0,5200,5800,5500,200,56.6815076,-61.6613504,56.6823947,-61.6608907,0.0009991348757801518
540.0,580.0,560.0,30.0,5400,5800,5600,300,56.6852513,-61.6612525,56.6844093,-61.6617504,0.0009781965088860923
550.0,580.0,570.0,30.0,5500,5800,5700,300,56.6871232,-61.6612035,56.6863282,-61.6617251,0.0009508372941806494
560.0,580.0,580.0,20.0,5600,5800,5800,200,56.6889952,-61.6611544,56.6881511,-61.6608149,0.0009098159484230736
570.0,580.0,590.0,20.0,5700,5800,5900,200,56.6908673,-61.6611054,56.6900704,-61.6607896,0.0008571926562874673
580.0,580.0,600.0,20.0,5800,5800,6000,200,56.6927395,-61.6610562,56.6919899,-61.6607642,0.0008044651390801374
590.0,580.0,610.0,20.0,5900,5800,6100,200,56.6946117,-61.6610071,56.6939096,-61.6607388,0.0007516177885123781
600.0,580.0,620.0,20.0,6000,5800,6200,200,56.696484,-61.6609579,56.6958296,-61.6607134,0.0006985840035340543
610.0,580.0,630.0,20.0,6100,5800,6300,200,56.6983564,-61.6609087,56.6977498,-61.660688,0.0006455013942708466
620.0,580.0,640.0,20.0,6200,5800,6400,200,56.7002288,-61.6608595,56.6996702,-61.6606626,0.0005922867295468208
630.0,580.0,650.0,20.0,6300,5800,6500,200,56.7021013,-61.6608102,56.7015909,-61.6606371,0.0005389543301639201
640.0,580.0,660.0,20.0,6400,5800,6600,200,56.7039739,-61.6607609,56.7035118,-61.6606116,0.0004856201190221257
650.0,580.0,670.0,20.0,6500,5800,6700,200,56.7058466,-61.6607116,56.7054329,-61.660586,0.00043234598413954335
660.0,580.0,680.0,20.0,6600,5800,6800,200,56.7077193,-61.6606622,56.7073543,-61.6605605,0.00037890353653736005
670.0,580.0,690.0,20.0,6700,5800,6900,200,56.7095921,-61.6606128,56.7092759,-61.6605349,0.0003256544948259371
680.0,580.0,700.0,20.0,6800,5800,7000,200,56.711465,-61.6605634,56.7111978,-61.6605092,0.0002726416695922406
690.0,580.0,710.0,20.0,6900,5800,7100,200,56.7133379,-61.660514,56.7131199,-61.6604836,0.000220109427327794
700.0,580.0,720.0,20.0,7000,5800,7200,200,56.7152109,-61.6604645,56.7150422,-61.6604579,0.00016882905555968078
710.0,580.0,730.0,20.0,7100,5800,7300,200,56.717084,-61.660415,56.7169647,-61.6604322,0.00012053352230987626
720.0,580.0,740.0,20.0,7200,5800,7400,200,56.7189571,-61.6603654,56.7188875,-61.6604065,8.082926449769921e-05
730.0,580.0,750.0,20.0,7300,5800,7500,200,56.7208303,-61.6603158,56.7208105,-61.6603807,6.785315025787909e-05
740.0,580.0,760.0,20.0,7400,5800,7600,200,56.7227036,-61.6602662,56.7227338,-61.6603549,9.370021344537993e-05
750.0,580.0,770.0,20.0,7500,5800,7700,200,56.724577,-61.6602166,56.7246573,-61.6603291,0.00013821845028836623
760.0,580.0,780.0,20.0,7600,5800,7800,200,56.7264504,-61.6601669,56.726581,-61.6603032,0.00018876983339983342
770.0,580.0,790.0,20.0,7700,5800,7900,200,56.7283239,-61.6601172,56.728505,-61.6602774,0.00024178761340983192
780.0,580.0,800.0,20.0,7800,5800,8000,200,56.7301975,-61.6600675,56.7304292,-61.6602515,0.000295873097800142
790.0,580.0,810.0,20.0,7900,5800,8100,200,56.7320711,-61.6600177,56.7323536,-61.6602255,0.00035069515252529664
800.0,580.0,820.0,20.0,8000,5800,8200,200,56.7339448,-61.6599679,56.7342783,-61.6601996,0.000406087601384053
810.0,580.0,830.0,20.0,8100,5800,8300,200,56.7358186,-61.6599181,56.7362032,-61.6601736,0.0004617330505803829
820.0,580.0,840.0,20.0,8200,5800,8400,200,56.7376924,-61.6598682,56.7381283,-61.6601476,0.0005177578294932179
830.0,580.0,850.0,20.0,8300,5800,8500,200,56.7395664,-61.6598183,56.7400537,-61.6601215,0.0005739264151431309
840.0,580.0,860.0,20.0,8400,5800,8600,200,56.7414404,-61.6597684,56.7419793,-61.6600954,0.0006303508626142254
850.0,580.0,870.0,20.0,8500,5800,8700,200,56.7433144,-61.6597184,56.7439052,-61.6600693,0.0006871502383015111
860.0,580.0,880.0,20.0,8600,5800,8800,200,56.7451885,-61.6596685,56.7458312,-61.6600432,0.0007439511946333124
870.0,580.0,890.0,10.0,8700,5800,8900,100,56.7470628,-61.6596184,56.7476608,-61.6591328,0.0007703319803782472
880.0,580.0,900.0,10.0,8800,5800,9000,100,56.748937,-61.6595684,56.7495873,-61.6591066,0.0007975897002856049
890.0,580.0,910.0,10.0,8900,5800,9100,100,56.7508114,-61.6595183,56.751514,-61.6590804,0.0008278907959367158
900.0,580.0,920.0,10.0,9000,5800,9200,100,56.7526858,-61.6594682,56.753441,-61.6590542,0.0008612334410599612
910.0,580.0,930.0,10.0,9100,5800,9300,100,56.7545603,-61.6594181,56.7553682,-61.6590279,0.0008971947670383898
920.0,580.0,940.0,10.0,9200,5800,9400,100,56.7564348,-61.6593679,56.7572957,-61.6590016,0.0009355877831587243
930.0,580.0,950.0,10.0,9300,5800,9500,100,56.7583095,-61.6593177,56.7592233,-61.6589753,0.0009758423028334948
950.0,580.0,960.0,10.0,9500,5800,9600,100,56.7620589,-61.6592172,56.7611513,-61.6589489,0.0009464262517476987
960.0,580.0,970.0,10.0,9600,5800,9700,100,56.7639338,-61.6591669,56.7630794,-61.6589226,0.0008886404503471217
970.0,580.0,980.0,10.0,9700,5800,9800,100,56.7658087,-61.6591166,56.7650078,-61.6588961,0.0008306991392805117
980.0,580.0,990.0,10.0,9800,5800,9900,100,56.7676837,-61.6590662,56.7669364,-61.6588697,0.0007727027500929257
990.0,580.0,1000.0,10.0,9900,5800,10000,100,56.7695587,-61.6590158,56.7688653,-61.6588432,0.0007145588289244792
1000.0,580.0,1010.0,10.0,10000,5800,10100,100,56.7714339,-61.6589654,56.7707944,-61.6588167,0.0006565606902617345
1010.0,580.0,1020.0,10.0,10100,5800,10200,100,56.7733091,-61.6589149,56.7727237,-61.6587902,0.0005985342513160143
1020.0,580.0,1030.0,10.0,10200,5800,10300,100,56.7751843,-61.6588644,56.7746533,-61.6587637,0.0005404641431231816
1030.0,580.0,1040.0,10.0,10300,5800,10400,100,56.7770597,-61.6588139,56.7765831,-61.6587371,0.0004827481745156956
1040.0,580.0,1050.0,10.0,10400,5800,10500,100,56.7789351,-61.6587634,56.7785132,-61.6587105,0.0004252035042180692
1050.0,580.0,1060.0,10.0,10500,5800,10600,100,56.7808106,-61.6587128,56.7804435,-61.6586838,0.0003682436829115289
1060.0,580.0,1070.0,10.0,10600,5800,10700,100,56.7826861,-61.6586622,56.782374,-61.6586572,0.00031214004869826604
1070.0,580.0,1080.0,10.0,10700,5800,10800,100,56.7845617,-61.6586115,56.7843047,-61.6586305,0.0002577013775650046
1080.0,580.0,1090.0,10.0,10800,5800,10900,100,56.7864374,-61.6585609,56.7862357,-61.6586038,0.00020621178433728344
1090.0,580.0,1100.0,10.0,10900,5800,11000,100,56.7883132,-61.6585102,56.788167,-61.658577,0.00016073792333712187
1100.0,580.0,1110.0,10.0,11000,5800,11100,100,56.790189,-61.6584594,56.7900984,-61.6585502,0.00012826924807000006
1110.0,580.0,1120.0,10.0,11100,5800,11200,100,56.792065,-61.6584087,56.7920302,-61.6585234,0.00011986296341879563
1120.0,580.0,1130.0,10.0,11200,5800,11300,100,56.7939409,-61.6583579,56.7939621,-61.6584966,0.00014031083350970658
1130.0,580.0,1140.0,10.0,11300,5800,11400,100,56.795817,-61.658307,56.7958943,-61.6584697,0.00018012934241592616
1140.0,580.0,1150.0,10.0,11400,5800,11500,100,56.7976931,-61.6582562,56.7978267,-61.6584428,0.00022949623091405644
1150.0,580.0,1160.0,10.0,11500,5800,11600,100,56.7995693,-61.6582053,56.7997594,-61.6584159,0.00028370824802984035
1160.0,580.0,1170.0,10.0,11600,5800,11700,100,56.8014456,-61.6581544,56.8016923,-61.658389,0.0003404380266635284
1170.0,580.0,1180.0,10.0,11700,5800,11800,100,56.8033219,-61.6581034,56.8036254,-61.658362,0.0003987307487492701
1180.0,580.0,1190.0,10.0,11800,5800,11900,100,56.8051983,-61.6580524,56.8055588,-61.658335,0.0004580644168658414
1190.0,580.0,1199.9,10.0,11900,5800,11999,100,56.8070748,-61.6580014,56.8074731,-61.6583082,0.0005027615040937448
0.0,590.0,40.0,50.0,0,5900,400,500,56.5843379,-61.6647754,56.5851375,-61.6647965,0.0007998783470008528
10.0,590.0,50.0,50.0,100,5900,500,500,56.5862062,-61.664728,56.5870444,-61.6647726,0.0008393857277836824
20.0,590.0,60.0,50.0,200,5900,600,500,56.5880745,-61.6646807,56.5889515,-61.6647488,0.000879640045703187
30.0,590.0,70.0,50.0,300,5900,700,500,56.5899429,-61.6646333,56.5908589,-61.6647249,0.0009205686068988079
50.0,590.0,80.0,50.0,500,5900,800,500,56.5936799,-61.6645384,56.5927664,-61.664701,0.0009278582919785177
60.0,590.0,90.0,50.0,600,5900,900,500,56.5955485,-61.6644909,56.5946742,-61.6646771,0.0008939076742034624
70.0,590.0,100.0,50.0,700,5900,1000,500,56.5974172,-61.6644433,56.5965823,-61.6646531,0.0008608565792289543
80.0,590.0,110.0,50.0,800,5900,1100,500,56.5992859,-61.6643958,56.5984906,-61.6646291,0.0008288129945887059
90.0,590.0,120.0,50.0,900,5900,1200,500,56.6011547,-61.6643482,56.6003991,-61.6646051,0.000798078298169768
100.0,590.0,130.0,50.0,1000,5900,1300,500,56.6030236,-61.6643006,56.6023078,-61.664581,0.0007687612113024875
110.0,590.0,140.0,50.0,1100,5900,1400,500,56.6048925,-61.6642529,56.6042168,-61.664557,0.0007409772601058353
120.0,590.0,150.0,50.0,1200,5900,1500,500,56.6067616,-61.6642052,56.606126,-61.6645329,0.0007151046426880264
130.0,590.0,160.0,50.0,1300,5900,1600,500,56.6086306,-61.6641575,56.6080354,-61.6645087,0.000691089342992117
140.0,590.0,170.0,50.0,1400,5900,1700,500,56.6104998,-61.6641098,56.609945,-61.6644846,0.0006695357197327321
150.0,590.0,180.0,50.0,1500,5900,1800,500,56.612369,-61.664062,56.6118549,-61.6644604,0.0006504009302001232
160.0,590.0,190.0,50.0,1600,5900,1900,500,56.6142383,-61.6640142,56.6137651,-61.6644362,0.000634036465824581
170.0,590.0,200.0,50.0,1700,5900,2000,500,56.6161077,-61.6639663,56.6156754,-61.6644119,0.0006208402773653619
180.0,590.0,210.0,50.0,1800,5900,2100,500,56.6179771,-61.6639185,56.617586,-61.6643877,0.0006108255479214947
190.0,590.0,220.0,40.0,1900,5900,2200,400,56.6198466,-61.6638706,56.6194016,-61.663478,0.0005934305014095
200.0,590.0,230.0,40.0,2000,5900,2300,400,56.6217162,-61.6638226,56.6213126,-61.6634537,0.0005467907918048412
210.0,590.0,240.0,40.0,2100,5900,2400,400,56.6235858,-61.6637747,56.6232238,-61.6634293,0.0005003450409489955
220.0,590.0,250.0,40.0,2200,5900,2500,400,56.6254555,-61.6637267,56.6251353,-61.663405,0.00045389308212755923
230.0,590.0,260.0,40.0,2300,5900,2600,400,56.6273253,-61.6636787,56.627047,-61.6633806,0.00040781674806186264
240.0,590.0,270.0,40.0,2400,5900,2700,400,56.6291951,-61.6636306,56.6289589,-61.6633561,0.0003621335250927885
250.0,590.0,280.0,40.0,2500,5900,2800,400,56.631065,-61.6635825,56.6308711,-61.6633317,0.0003170139586798816
260.0,590.0,290.0,40.0,2600,5900,2900,400,56.632935,-61.6635344,56.6327835,-61.6633072,0.00027307890801474
270.0,590.0,300.0,40.0,2700,5900,3000,400,56.6348051,-61.6634863,56.6346961,-61.6632827,0.00023094146444499345
280.0,590.0,310.0,40.0,2800,5900,3100,400,56.6366752,-61.6634381,56.6366089,-61.6632581,0.0001918220268898859
290.0,590.0,320.0,40.0,2900,5900,3200,400,56.6385454,-61.6633899,56.638522,-61.6632336,0.00015804192481733156
300.0,590.0,330.0,40.0,3000,5900,3300,400,56.6404157,-61.6633416,56.6404353,-61.663209,0.00013404074007637742
310.0,590.0,340.0,40.0,3100,5900,3400,400,56.642286,-61.6632934,56.6423489,-61.6631843,0.00012593339509865743
320.0,590.0,350.0,40.0,3200,5900,3500,400,56.6441564,-61.6632451,56.6442627,-61.6631597,0.0001363556012750474
330.0,590.0,360.0,40.0,3300,5900,3600,400,56.6460269,-61.6631967,56.6461767,-61.663135,0.00016200904295464628
340.0,590.0,370.0,40.0,3400,5900,3700,400,56.6478974,-61.6631484,56.6480909,-61.6631103,0.00019721526310224582
350.0,590.0,380.0,40.0,3500,5900,3800,400,56.649768,-61.6631,56.6500054,-61.6630856,0.00023783633027370577
360.0,590.0,390.0,40.0,3600,5900,3900,400,56.6516387,-61.6630515,56.6519201,-61.6630608,0.00028155363609648146
370.0,590.0,400.0,40.0,3700,5900,4000,400,56.6535094,-61.6630031,56.653835,-61.663036,0.00032725795636223866
380.0,590.0,410.0,40.0,3800,5900,4100,400,56.6553802,-61.6629546,56.6557502,-61.6630112,0.0003743041009628303
390.0,590.0,420.0,40.0,3900,5900,4200,400,56.6572511,-61.6629061,56.6576656,-61.6629864,0.0004222065134485812
400.0,590.0,430.0,40.0,4000,5900,4300,400,56.6591221,-61.6628575,56.6595813,-61.6629615,0.0004708297356811598
410.0,590.0,440.0,40.0,4100,5900,4400,400,56.6609931,-61.6628089,56.6614971,-61.6629366,0.000519926235152097
